Region	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
......2850 Känerkinden	1930	2602	682	194	2227	1812	889	505	50	2722	337	1676	1385	2330	2013	3735	867	819
......2849 Itingen	12217	6856	3657	36449	13909	10835	5245	12108	18040	11566	7114	6717	6734	9272	12750	14827	10948	9602
......2848 Hemmiken	2699	1601	2315	1738	705	156	1340	1024	75	860	125	330	1460	1425	985	2412	965	191
......2847 Häfelfingen	419	940	10	946	877	460	100	759	331	0	230	410	805	470	1354	1362	2561	1434
......2846 Gelterkinden	18897	27709	29578	29342	19925	21563	15113	13551	17271	29296	29010	28290	20381	13798	19562	20424	28763	18474
......2845 Diepflingen	3334	2228	1103	2495	2420	1698	3376	880	1864	4088	489	2873	3487	8635	635	4762	10829	14422
......2844 Buus	5706	7644	7848	7381	7050	3771	4491	2272	2722	2423	2865	3360	3074	4153	7724	4017	5573	3782
......2843 Buckten	4892	2022	1240	1486	5180	2734	341	1657	391	1295	1677	2942	795	1888	3677	1524	1994	1653
......2842 Böckten	1743	5043	4015	4827	9503	6209	8758	10020	1554	5101	8135	2302	2478	4352	1944	6754	1902	4604
......2841 Anwil	2491	2915	4604	4180	3001	1399	2568	2832	4138	1267	2784	2872	4011	824	1437	1811	2697	1927
......2834 Ziefen	9143	5395	6396	7458	8615	6420	5785	5942	4381	5453	4662	6757	8026	5922	6435	2487	5915	3747
......2833 Seltisberg	8997	9031	4441	5677	8445	12182	6650	5855	8706	6243	5126	2896	4978	3893	1708	2429	4121	6805
......2832 Ramlinsburg	2094	10459	5578	9382	9183	7368	6800	4231	1492	1704	1773	2672	815	535	4378	1467	1837	2683
......2831 Pratteln	67930	67719	90676	46733	79330	126522	85626	21086	42692	66566	93037	103900	113822	218313	239447	109401	70855	85310
......2830 Lupsingen	6113	11968	12551	11005	7972	3977	3824	5708	4167	5491	6821	11560	10946	12533	4641	3366	3816	3617
......2829 Liestal	70050	62856	68930	89582	58834	60483	77128	66339	67862	74044	56412	60391	77466	87450	32841	71313	113006	69963
......2828 Lausen	29618	23714	34172	27046	16747	48530	59664	8448	7981	24790	12198	16087	8085	14491	11674	18527	17571	27920
......2827 Hersberg	1051	216	1815	1217	886	2905	420	1704	3560	2210	1581	2577	3356	3083	1728	1337	2705	3303
......2826 Giebenach	4112	8265	10865	1394	1615	2367	424	5458	3466	837	3217	7051	3995	2940	3332	4292	6381	4735
......2825 Füllinsdorf	9125	18937	17221	17272	20121	8146	4935	11563	22066	14139	6753	21155	22383	25746	7723	10272	26259	15075
......2824 Frenkendorf	26535	20243	17050	14242	11918	12778	14721	20651	19702	17865	12637	16709	14825	17604	16949	26394	30195	49822
......2823 Bubendorf	66882	33443	22895	24061	29689	19311	27622	23984	11449	10056	17433	25939	42907	13624	14681	29280	29405	19517
......2822 Augst	8696	5777	1498	8029	15724	6930	1270	2158	1066	1004	1390	988	468	6002	2354	640	3694	6355
......2821 Arisdorf	13249	20048	10117	7887	6265	4998	6443	5376	8660	5053	3042	15275	6543	8037	9551	17468	13454	1828
......2793 Zwingen	18408	17073	12230	7683	7019	4383	6033	4911	9135	6472	5020	20542	8916	4866	13521	13026	13886	13430
......2792 Wahlen	12489	8595	8756	9822	2547	12495	6215	2480	9585	5163	4765	3002	4001	3912	3323	987	4671	9579
......2791 Röschenz	12140	6514	12470	11563	7653	11114	6976	7632	6155	8361	9996	9997	8992	10754	8076	6670	11767	3948
......2790 Roggenburg	2029	3629	1830	1457	1568	1902	2805	3220	653	775	2849	1115	4701	2915	1079	207	1067	288
......2789 Nenzlingen	800	1975	717	1261	2212	1882	1821	2164	1225	2590	656	5508	579	2520	2332	644	1198	172
......2788 Liesberg	8172	6520	7878	6402	1752	3267	10178	10243	7647	8899	7937	3507	6586	7189	4390	8751	12571	1507
......2787 Laufen	34649	26649	27116	22114	17541	23702	28466	17446	17992	20768	24203	35764	29510	23988	28668	28998	41310	26097
......2786 Grellingen	6106	6735	4159	5629	5128	20889	7620	2850	7703	9770	10083	12795	9148	8109	5309	6551	10243	5501
......2785 Duggingen	8236	8333	5744	4948	10165	4271	2988	5308	4888	8625	9029	15173	19099	21195	13934	3929	4525	4433
......2784 Dittingen	3142	1715	9731	2488	1905	1762	1488	1243	986	1841	4524	2416	4785	1744	3944	6426	2449	2467
......2783 Burg im Leimental	1431	1794	759	325	1368	1415	50	785	1662	1295	93	1318	1651	1439	1028	1199	1366	1074
......2782 Brislach	16438	8947	7272	8045	7707	3787	6814	2774	3173	8934	7144	7104	12401	6606	8482	6664	3866	7954
......2781 Blauen	3052	3673	2815	6053	3940	5445	5017	3050	2834	3162	4569	2114	1351	4017	2258	2855	2995	1373
......2775 Therwil	20828	25997	43604	95769	56837	49854	35220	38019	40061	39623	47228	48158	43474	35293	23590	51465	42991	31400
......2774 Schönenbuch	13163	10632	13229	14333	5642	9328	6093	5486	9872	7336	9138	10404	2999	3879	5432	1738	5369	3520
......2773 Reinach (BL)	78140	106279	68252	60247	80355	76441	81357	117703	83008	113042	83862	81688	39438	46777	47443	69180	64221	46759
......2772 Pfeffingen	26616	10274	20405	14143	13764	21411	8132	11231	10619	6857	8412	6029	10719	13741	5552	8610	14040	17600
......2771 Oberwil (BL)	39695	47205	42826	40326	47330	39394	38177	37452	58836	47699	75965	79157	36022	47366	34442	70263	84531	78766
......2770 Muttenz	33438	54756	116145	71221	48659	75669	77029	51082	62635	38347	111247	90077	85951	98633	86035	62040	81825	83886
......2769 Münchenstein	44008	51358	40518	56423	41151	80793	97913	48902	53049	36605	39834	49198	58202	54907	40229	55333	54025	60441
......2768 Ettingen	18007	17005	9390	20478	24753	23534	10188	6605	11536	12443	13824	19961	27526	17227	13914	14777	16791	19715
......2767 Bottmingen	28740	26657	19489	28835	46897	32264	17538	13641	18944	34076	26356	29153	52045	30973	28213	29368	57926	27101
......2766 Birsfelden	17461	21806	28305	21376	17016	13458	6930	6295	22034	16376	20095	17740	19862	24771	32381	42583	47206	36835
......2765 Binningen	67804	60614	53973	49256	45466	50698	57592	52518	64339	79303	85150	57599	49958	74260	72435	43636	109555	84529
......2764 Biel-Benken	17077	21931	20181	11984	24035	16407	21568	12888	12979	15086	26950	29154	12118	15713	19133	30398	12053	25742
......2763 Arlesheim	53728	51376	84911	40076	36198	45300	39352	56150	48784	23595	37269	46886	39787	45782	55910	66243	78642	44294
......2762 Allschwil	32364	41929	44536	54473	36582	62469	48865	32470	52927	83860	146786	131064	143258	155242	137273	241474	167008	159276
......2761 Aesch (BL)	93880	30888	19937	19549	24297	24707	34309	33602	23529	30200	22204	85280	55690	53872	25277	46340	37454	30467
......2703 Riehen	79622	78726	60889	38120	42932	55572	44978	59543	56724	50720	40879	28618	58977	45936	53807	44863	45227	50061
......2702 Bettingen	11690	6236	7678	2330	5310	2776	3877	6041	8583	2661	1442	1720	475	955	2269	3478	4106	3454
......2701 Basel	704730	572179	567865	619200	728543	694426	770664	687810	471306	567782	760426	835137	891384	911885	723040	626325	727791	835551
......2622 Zullwil	555	4579	580	2930	1250	1175	2485	1620	2191	1825	1333	950	900	2250	1985	1000	1290	1788
......2621 Nunningen	6403	4850	9425	8747	2689	3330	5195	6910	5870	4465	3645	1580	4895	2384	3601	2844	5781	5926
......2620 Meltingen	940	210	1400	965	1460	1040	3012	1034	1409	2158	1452	1488	1683	1293	4711	2909	596	2194
......2619 Kleinlützel	6910	4817	3679	3559	2598	3261	3177	3281	2102	3231	2640	2686	1224	1340	2868	2740	666	1437
......2618 Himmelried	3546	4315	11690	9170	0	0	0	2201	2017	1112	2400	260	830	1901	2144	1788	1418	3851
......2617 Grindel	400	700	3840	1950	800	3300	1250	0	2100	0	1560	0	57	2140	1389	714	709	1032
......2616 Fehren	1570	2910	1475	800	2370	3800	2800	2480	0	3844	4745	1345	3557	4408	1890	1594	380	3221
......2615 Erschwil	4213	4162	1250	1530	1970	850	2692	1856	731	3410	1761	2076	757	1347	2090	1518	992	1355
......2614 Büsserach	9785	10825	7524	7830	16378	12972	7068	5940	5685	7529	4560	4571	6237	3522	4320	13596	15837	13997
......2613 Breitenbach	8646	8400	10900	22100	5934	4264	19261	13924	7436	9012	4632	2910	8188	10753	7665	4	7402	12249
......2612 Beinwil (SO)	688	1874	568	2082	630	1360	845	1390	1740	2026	1689	1600	1437	974	1527	436	165	580
......2611 Bärschwil	4420	3280	2990	1380	630	1640	1370	770	2000	2480	1830	1430	2640	2140	733	818	1080	512
......2601 Solothurn	53876	77932	55693	61350	59142	87502	72966	70006	53655	54871	69978	86663	84424	94003	104218	84854	49357	33478
......2586 Wangen bei Olten	31004	24291	45151	26326	7657	8447	7560	7271	5475	8114	24219	17886	11030	10466	9659	8532	11408	14542
......2585 Walterswil (SO)	2210	2631	4350	390	943	587	2558	2394	1145	1425	1540	1050	662	568	1819	5236	1772	3316
......2584 Starrkirch-Wil	8970	7180	4500	5700	2260	7100	9355	4500	12420	7965	9400	12380	6025	1797	229	0	1600	500
......2583 Schönenwerd	16250	9020	6360	3890	2310	1450	2940	3988	3675	10241	13134	11835	19204	5818	7712	6675	2596	5554
......2582 Rickenbach (SO)	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9800	4097	1840
......2581 Olten	85033	97074	79802	70319	69482	80751	58914	78645	95317	84875	67371	164511	37552	54383	63194	39576	85887	79230
......2580 Kappel (SO)	7600	14935	4755	7775	13171	7238	9577	4688	5550	10773	6815	3513	4933	16926	30938	15760	5783	5907
......2579 Hägendorf	29105	12272	8890	14409	14750	7400	7674	6277	7514	7285	14050	7069	14398	23447	21490	20972	29371	19675
......2578 Gunzgen	12300	7730	8300	4700	2150	7800	3500	1350	9100	4970	3950	2700	4791	2690	4649	3307	1947	4948
......2576 Gretzenbach	5005	4490	1631	4485	3097	4450	6975	6613	3489	6510	3863	4757	6150	4039	3973	5180	3999	7102
......2575 Fulenbach	3200	900	1180	1730	1535	3250	1930	5660	8530	8740	9220	7164	6967	1677	4486	4658	3701	13769
......2574 Eppenberg-Wöschnau	400	300	898	0	3930	2250	506	180	1025	0	1100	208	155	500	1323	2042	2385	5301
......2573 Dulliken	32615	8370	3695	5548	9445	6250	5257	4626	5726	5155	7742	5893	5481	4917	3714	15036	17938	17698
......2572 Däniken	13380	17971	13436	15640	17940	11412	8075	10812	5080	8895	6440	9754	7104	9005	37810	11841	6300	14916
......2571 Boningen	7428	318	7011	1155	4020	3005	1230	3263	3690	2750	1250	2175	3469	2146	2872	2518	1721	4185
......2556 Selzach	4786	5403	9991	15851	7645	8359	10424	10460	10421	17050	10798	13770	21366	22433	16237	8616	11833	15000
......2555 Rüttenen	5395	4390	7950	5420	2670	4766	4428	3523	3572	2181	2519	5425	5344	8854	10480	1622	3683	6546
......2554 Riedholz	5657	4126	8243	3287	9280	9812	11548	9329	7306	15064	9713	8261	3251	4700	9282	18972	3742	4212
......2553 Oberdorf (SO)	10250	5040	2900	5180	4400	3315	4200	3843	7197	5340	7203	3535	6533	5670	5161	4800	5995	6206
......2552 Niederwil (SO)*	495	795	20	0	550	535	1620	360	1742	2371	1739	1528	2702	2909	384	547	0	0
......2551 Lommiswil	4100	1600	885	3560	1005	160	1630	3391	6042	2638	2195	2190	2730	5774	4386	1681	2899	1999
......2550 Langendorf	21060	11000	4800	7320	22700	4260	2300	3200	7700	6415	16685	6800	5082	13350	39150	30797	12769	9853
......2549 Kammersrohr	0	0	0	810	0	0	0	1030	305	1225	105	0	0	15	390	0	0	800
......2548 Hubersdorf	9750	2100	200	1820	2310	2848	1215	1138	10500	1015	67	4322	1648	2691	6176	3586	1807	2880
......2547 Günsberg	2254	3353	3075	2824	4933	3712	2342	2470	1597	2725	6575	3937	2372	1590	1442	4313	3644	2035
......2546 Grenchen	71688	46585	15990	25612	37188	56016	43746	44611	27218	20568	29281	70236	49882	23379	22876	39291	66650	82115
......2545 Flumenthal	7755	7160	3660	1040	4120	1880	3190	950	500	1706	1049	1875	4621	701	1472	1992	493	469
......2544 Feldbrunnen-St. Niklaus	365	14000	4100	2450	3050	9150	3700	15300	4510	3400	9720	2976	3108	1705	12334	4189	5703	19104
......2543 Bettlach	27200	22700	15335	9365	14875	12670	13720	36425	22880	11945	11200	16523	10768	9315	11419	17246	13323	11478
......2542 Bellach	19123	8475	5913	13639	9936	18677	14510	18692	14387	22786	18908	13555	10492	9981	22740	24532	18121	18423
......2541 Balm bei Günsberg	690	930	986	745	0	115	315	665	30	591	1720	730	1644	422	1221	1177	908	0
......2535 Drei Höfe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......2534 Zuchwil	20770	25565	26974	20886	17991	15116	23440	6774	5332	20985	19370	10429	18790	14330	23574	121470	47138	33885
......2532 Subingen	6670	3350	6370	11655	7941	5423	3186	7125	7152	10433	11155	8280	13728	6242	13605	16143	10814	7642
......2531 Steinhof*	0	30	1345	460	300	1080	200	745	1020	0	0	513	1323	767	1457	4	595	0
......2530 Recherswil	3220	2360	0	1610	4150	1950	4250	5155	3260	5681	3685	4830	2490	3543	4218	4947	9222	4734
......2529 Oekingen	3400	2500	2950	2500	3250	2500	550	2247	2087	2781	3150	4266	4913	1394	4191	5091	2229	6656
......2528 Obergerlafingen	1373	2241	2363	2581	6627	3911	0	743	3285	1115	1967	929	9972	7267	3368	5088	2744	2054
......2527 Luterbach	350	2720	11170	2360	18015	19170	14223	5056	13035	9627	7965	18795	6094	15757	21969	17467	4553	7254
......2526 Lohn-Ammannsegg	37794	9522	5273	11585	16367	13860	10086	9021	7857	9112	12742	1665	5751	8658	9420	13968	10806	10712
......2525 Kriegstetten	3695	11150	3431	5686	2674	2792	3474	1494	2027	4542	3554	4189	1681	1594	1845	1107	3812	478
......2524 Hüniken	60	75	0	0	700	1075	1280	953	550	50	0	1063	410	0	830	418	280	22
......2523 Horriwil	1000	2654	2590	1255	2004	3092	4732	2081	1159	2371	2439	2175	3603	2614	2206	694	4656	6157
......2522 Hersiwil*	1200	0	0	0	690	0	258	189	511	2060	1655	2075	59	28	0	687	605	918
......2521 Heinrichswil-Winistorf*	4827	950	2757	1152	2239	275	1551	3443	1686	1854	1597	499	1890	530	557	797	296	2050
......2520 Halten	1265	1726	2006	1920	6615	5622	4140	1439	895	915	965	1330	2237	490	0	0	0	0
......2519 Gerlafingen	10172	10860	17417	5714	6234	16416	8821	4612	2989	8953	7896	6149	12725	15414	14478	18501	15876	16909
......2518 Etziken	1195	2370	5560	2970	4235	2090	1328	1110	950	2810	1470	4590	8470	17123	1891	2780	3802	1756
......2517 Derendingen	27837	26797	9478	25416	11122	19680	15284	5600	7504	13205	16805	10392	9880	10854	10720	8364	15180	16142
......2516 Deitingen	7650	2300	6282	9368	9125	5243	6950	7840	8678	9454	5537	4540	6134	8388	12473	6908	10999	11375
......2514 Bolken	4531	1483	3260	3345	1175	2694	1084	2081	2167	4512	1778	1680	0	34	1619	949	0	3771
......2513 Biberist	28118	16501	15997	31455	21069	23261	39226	21328	30392	33616	35112	24582	32924	23638	39947	32305	39796	24595
......2511 Aeschi (SO)	2960	3991	774	1888	506	1715	3137	2880	3619	4311	4020	2825	4425	4014	3464	4558	4651	6690
......2503 Erlinsbach (SO)	0	0	0	0	0	0	0	0	0	0	0	7918	10016	31158	11384	14806	15042	15389
......2502 Wisen (SO)	2498	1950	2149	1078	1112	1056	1110	625	1877	2225	1038	1305	1890	782	942	950	288	835
......2501 Winznau	6661	9050	7833	10805	5750	4605	795	600	1860	1630	1325	2615	3910	5860	4337	6951	12437	9678
......2500 Trimbach	14186	6580	8554	13700	4680	10646	7747	3944	18567	2761	6007	4017	13195	10973	4393	7212	9970	11531
......2499 Stüsslingen	13425	2580	1275	2156	3247	9548	708	3534	4324	4261	4934	1367	73	4264	4465	6339	855	2749
......2498 Rohr (SO)	510	1496	150	660	150	1100	455	0	350	20	128	482	120	0	50	0	0	0
......2497 Obergösgen	9865	4105	5237	9009	7407	3709	6320	6708	3915	6709	2497	2625	3754	6465	7878	9171	100	4746
......2496 Obererlinsbach*	8792	5255	2711	2680	3185	2310	3180	1225	1185	2527	2172	0	0	0	0	0	0	0
......2495 Niedergösgen	41168	12610	33158	21231	27540	23845	8156	3953	12940	11766	10759	13562	4520	6991	4351	4220	7486	6591
......2494 Niedererlinsbach*	10736	8302	14288	10017	6604	4629	4140	2775	1645	6535	7355	0	0	0	0	0	0	0
......2493 Lostorf	33326	20450	12028	11829	16916	14795	13967	12116	7682	7563	13735	17409	12078	16300	11822	13429	3803	7295
......2492 Kienberg	2170	1342	1533	2082	1427	1975	1134	1087	512	550	200	1219	700	380	1980	1949	1231	384
......2491 Hauenstein-Ifenthal	1060	1105	2545	172	1430	854	305	1427	595	1305	1709	548	1824	2567	830	3979	3796	2446
......2481 Witterswil	4000	13053	7600	3040	4512	1400	595	10208	4230	11040	2019	1795	8218	6594	8754	6076	7614	8124
......2480 Seewen	7218	6794	7277	3464	3956	1546	3622	5083	4562	3231	3951	1605	4498	1384	2370	6200	4431	5589
......2479 Rodersdorf	10270	9110	4700	5146	2788	4152	3483	2740	3312	2041	3499	3426	3517	3437	2992	6173	2015	5035
......2478 Nuglar-St. Pantaleon	7102	9821	7295	5547	3353	2804	3426	3872	2385	4906	6741	3987	4172	3823	3983	61	2176	3544
......2477 Metzerlen-Mariastein	7688	3032	1637	3855	5802	5715	4080	5850	6816	3300	6223	1996	5421	5818	855	4493	3731	1862
......2476 Hofstetten-Flüh	15625	9581	6850	13215	13745	11772	12175	17109	8030	16133	17288	8992	16401	10991	10971	8985	13041	25371
......2475 Hochwald	7180	10640	2995	6105	4040	4660	2400	3600	0	5750	1025	5237	4180	2259	3141	2499	4526	4894
......2474 Gempen	4728	2000	5750	1900	2900	4115	4317	5827	480	2374	4650	3494	6719	4075	7440	10573	6115	2955
......2473 Dornach	23295	23321	9614	13204	11007	16925	18342	21299	17204	14856	11397	31999	22027	22149	34271	32268	38813	42581
......2472 Büren (SO)	7576	7584	7165	2140	5382	4720	4330	5395	1272	1687	1030	2838	1100	1407	2203	1174	3678	931
......2471 Bättwil	5520	4603	1000	8636	6308	7838	10330	11008	5130	2369	3178	4785	4887	2264	1955	1636	486	1856
......2464 Lüsslingen-Nennigkofen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......2463 Unterramsern	2160	23	950	150	0	0	250	1012	2900	740	660	400	565	796	1684	99	0	869
......2462 Tscheppach	300	350	1100	1250	640	0	71	190	2160	200	1690	1690	815	605	0	0	0	0
......2461 Schnottwil	6874	8510	4629	6259	3880	4894	3281	2147	5262	5077	6450	6368	6575	2145	2785	2989	5562	4370
......2460 Oberramsern*	104	900	370	450	25	100	550	0	0	0	0	0	0	0	0	0	0	0
......2459 Nennigkofen*	4990	690	3366	4343	268	994	837	511	1065	1123	1288	2369	675	1159	1527	1829	415	1055
......2458 Mühledorf (SO)	2161	4348	1337	855	143	1320	1769	211	1557	1967	1030	832	1270	123	877	2053	787	675
......2457 Messen	5956	12197	6561	3490	3340	3215	5635	2840	4230	4140	1220	1450	1272	1442	5352	1706	1889	548
......2456 Lüterswil-Gächliwil	1020	910	1858	803	1370	572	375	80	2432	37	2169	1914	3213	926	1389	680	125	1300
......2455 Lüterkofen-Ichertswil	2683	1757	1767	1567	3031	1432	2510	2910	6423	7112	3674	4578	1790	3902	2215	3699	2389	2449
......2454 Lüsslingen*	9710	950	730	2005	1015	4420	5150	1620	1604	975	3313	2090	5541	1937	1803	2011	3142	317
......2453 Kyburg-Buchegg	1460	4600	5675	3800	110	1675	723	865	659	1668	3324	1363	955	1053	632	275	1679	3139
......2452 Küttigkofen	900	1000	610	620	1020	600	735	105	2570	2770	2373	820	2381	597	170	224	414	0
......2450 Hessigkofen	325	950	233	2021	505	440	1337	725	1712	671	210	0	1711	1443	2217	2770	1533	411
......2449 Gossliwil	230	1100	435	320	200	1150	690	650	1150	550	900	100	95	455	364	317	88	90
......2448 Gächliwil*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......2447 Brunnenthal*	220	1115	2141	1640	1050	597	859	176	55	460	1021	0	1670	35	0	0	0	0
......2446 Brügglen	500	0	0	450	95	141	163	820	723	1144	230	760	470	1820	1081	411	1465	426
......2445 Biezwil	2245	1891	3075	450	2893	4490	400	200	1680	1000	1920	1638	0	1310	920	384	200	1314
......2444 Bibern (SO)	1530	0	1290	466	1785	370	1012	653	0	835	1806	467	1600	2285	1165	569	359	216
......2443 Balm bei Messen*	670	250	675	661	580	395	760	10	370	275	320	150	65	0	0	0	0	0
......2442 Aetingen	1785	1365	520	790	2310	1455	920	4900	1065	2317	3650	4520	1588	297	1736	966	604	840
......2441 Aetigkofen	1415	480	965	1750	1050	900	2110	726	1750	300	550	1425	114	0	905	993	2854	113
......2429 Welschenrohr	2818	1437	718	2127	3262	2688	647	699	272	434	898	1465	2256	881	1208	2071	2376	3472
......2428 Mümliswil-Ramiswil	9210	8813	5208	4218	5049	4579	5935	8036	6813	4922	7912	6607	5617	7351	3427	6952	6220	5563
......2427 Matzendorf	3150	4900	3450	3480	3188	2142	2467	3005	2710	3370	3160	2507	4194	738	1927	3061	3140	11396
......2426 Laupersdorf	9862	6905	5196	4383	4928	2940	2900	2682	5342	3857	1802	5040	6723	2908	5845	6927	5022	8273
......2425 Holderbank (SO)	920	1865	984	1200	600	950	100	112	134	1353	12	2568	1140	2512	628	1923	2798	2633
......2424 Herbetswil	1481	1202	3303	1203	1209	1697	824	287	1337	1046	50	2367	148	117	939	2364	1920	2574
......2423 Gänsbrunnen	300	650	0	650	100	0	0	610	295	150	150	105	90	670	0	0	0	318
......2422 Balsthal	21733	11418	8896	9755	16055	12165	8047	3936	6439	13871	8825	11545	10912	15009	10691	10772	17249	25664
......2421 Aedermannsdorf	2212	3310	1241	1395	820	178	1732	1266	903	1952	1595	2720	3450	1520	1345	837	530	1524
......2408 Wolfwil	4617	3100	2027	3120	3980	2630	2230	6650	2775	5126	2400	2869	3901	2962	6439	8338	9182	10488
......2407 Oensingen	16658	20588	25659	12674	16173	7891	26565	33868	43774	39685	40931	53418	35721	40214	40253	44923	49779	38033
......2406 Oberbuchsiten	11928	5113	1477	4819	2590	2246	10123	21995	18845	8331	2636	2470	6928	10979	4943	10968	26033	20315
......2405 Niederbuchsiten	3333	4589	2482	3217	2389	1962	3856	270	5453	2788	2756	8600	1840	1973	3093	1785	4316	8107
......2404 Neuendorf	10357	13504	17570	23120	24290	25740	30670	6070	31810	23774	21347	9521	37253	9884	9436	2227	8056	12645
......2403 Kestenholz	13185	5712	8762	6300	5251	3287	2746	5663	4626	4528	4166	4339	5841	5047	4799	5231	9880	10902
......2402 Härkingen	8896	5915	1669	3072	8871	3526	4288	10677	6776	3663	5535	5267	19595	19965	17329	17931	14679	18049
......2401 Egerkingen	13015	16225	30614	26154	36394	16856	11591	5060	37964	39715	21482	23534	23516	11950	22613	30624	37369	38568
......2338 La Verrerie	0	0	0	0	0	0	0	0	0	2801	5619	6133	7221	7775	4709	6546	5804	4203
......2337 Le Flon	0	0	0	0	0	0	0	0	0	2685	8734	6303	5084	2936	5813	5918	6756	9896
......2336 Semsales	1513	1268	625	1467	3367	2750	782	1546	1618	2255	5921	9778	10340	4462	9244	23330	15680	6101
......2335 Saint-Martin (FR)	737	1034	1267	227	1748	1629	1549	1692	1259	6723	3545	3639	2188	4268	7289	7708	3110	6188
......2333 Remaufens	2662	3990	4723	2605	1159	1897	1686	4215	2793	5129	5504	2043	6511	3595	3167	5099	8275	7438
......2332 Progens*	565	48	298	252	1143	300	831	1403	2078	0	0	0	0	0	0	0	0	0
......2331 Porsel*	2406	1284	2352	1896	261	588	751	727	720	0	0	0	0	0	0	0	0	0
......2330 Pont (Veveyse)*	1145	1160	368	80	275	1058	1512	2161	0	0	0	0	0	0	0	0	0	0
......2329 Grattavache*	1017	90	565	745	796	542	1065	975	279	0	0	0	0	0	0	0	0	0
......2328 Granges (Veveyse)	1594	1175	3405	565	1398	662	2859	4078	1435	2927	6314	9028	4993	2787	3138	1587	2176	3692
......2327 Fiaugères*	316	257	332	519	0	0	1080	155	158	0	0	0	0	0	0	0	0	0
......2326 Le Crêt*	5492	2146	1036	265	1078	1101	3637	1820	371	0	0	0	0	0	0	0	0	0
......2325 Châtel-Saint-Denis	14404	12290	10271	12683	14784	7945	13073	9449	14778	21530	31269	29001	42586	60988	48581	48648	32800	30684
......2324 Bouloz*	218	86	149	142	267	290	825	483	885	0	0	0	0	0	0	0	0	0
......2323 Bossonnens	1706	1284	1041	1818	1065	2068	2210	1273	4709	10023	2663	6208	2032	7032	13159	10319	5680	2802
......2322 Besencens*	21	176	325	63	86	1210	1016	763	1053	0	0	0	0	0	0	0	0	0
......2321 Attalens	4019	5070	6276	4711	2576	6617	5967	9352	19362	28757	17902	8625	12676	12458	18307	18057	22077	20001
......2310 Zumholz	1819	2509	1343	852	279	106	529	1269	442	367	470	279	777	910	172	0	185	919
......2309 Wünnewil-Flamatt	12046	10320	9419	11158	9820	19335	21370	30237	7686	11427	13635	11792	18433	33413	11597	14746	21954	9355
......2308 Ueberstorf	6996	5281	9960	7871	6557	4465	11168	13268	7617	6638	9232	8645	8608	4532	6666	8224	7256	6667
......2307 Tentlingen	8233	6155	2749	1964	2061	2450	2629	4291	3825	3206	2962	5319	4372	5069	4194	5229	4950	4785
......2306 Tafers	16538	14883	11280	5140	11738	9582	9173	6597	8461	10615	7789	8555	11046	13968	40667	22997	15683	15337
......2305 Schmitten (FR)	18765	23066	21633	18793	17013	7961	7443	17364	16366	14604	23093	8752	22222	23348	16610	18874	16833	15605
......2304 St. Ursen	7357	5094	2461	2146	1057	4456	4229	3401	8769	8699	4330	1392	3586	8035	3276	5207	4930	4294
......2303 St. Silvester	2965	2678	2157	1946	1180	1656	2010	1874	2704	3179	1461	1560	1949	3379	3371	1977	2002	4150
......2302 St. Antoni	11727	12913	9152	8825	7259	7055	3957	5699	6017	8630	4820	4568	4788	3680	5667	7415	5014	7484
......2301 Rechthalten	2379	3711	4789	2918	2752	5223	2848	4396	4384	2943	5242	3056	4590	3194	4016	2605	3005	2892
......2300 Plasselb	5789	4617	2270	2186	1088	1823	2905	1979	2220	1762	2087	1653	1943	1097	1345	3008	2024	2317
......2299 Plaffeien	8499	3828	4742	10830	7739	4566	5601	7572	8653	9175	6264	10113	12601	8317	6993	7477	8616	8027
......2298 Oberschrot	2068	2536	5004	4092	6239	2990	2470	2279	3268	1767	3759	3774	5827	4348	6052	7140	2878	1749
......2296 Heitenried	7042	5879	3526	4419	2335	2416	1492	2683	2220	5096	5648	4825	5084	6846	7632	15456	18539	10214
......2295 Bösingen	21449	10807	10576	7619	8680	8488	9973	11508	8702	7977	9087	13141	4021	9548	10447	8346	12571	9968
......2294 Giffers	3432	2671	6916	3861	6774	1844	3728	4696	5689	3098	5077	2434	4380	6735	5843	5443	6192	11430
......2293 Düdingen	22846	14552	16978	30118	29215	28130	27910	28348	33354	28461	19706	27467	42740	62563	35428	37583	49447	32945
......2292 Brünisried	2355	2854	1867	654	961	443	2420	3017	3190	1951	1275	1895	2168	3992	5661	3776	0	1137
......2291 Alterswil	9610	10547	7594	4830	8049	6667	6682	4312	4852	5632	5557	3095	3936	4976	8629	14808	6605	8525
......2283 Wallenried	806	1156	676	582	826	580	3637	5187	4233	2403	996	2293	3509	882	3177	1726	3971	2535
......2282 Wallenbuch*	0	0	661	108	135	1477	825	4784	0	0	0	0	0	0	0	0	0	0
......2281 Haut-Vully	7629	5831	4280	4154	8206	12052	7914	9635	9004	9926	13144	13762	8014	4225	10176	8084	5904	10749
......2280 Bas-Vully	11819	9587	8906	13800	10182	12633	13863	8641	9250	12304	7450	7249	10130	6693	7506	5388	5302	9295
