Region	Auftraggeber	Art Bauwerk	Art Arbeit	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
......4596 Niederneunforn*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4596 Niederneunforn*	Private Auftraggeber	Hochbau	Neubau	1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4596 Niederneunforn*	Private Auftraggeber	Hochbau	Umbau	2610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4596 Niederneunforn*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4596 Niederneunforn*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4591 Matzingen	Öffentliche Auftraggeber	Hochbau	Neubau	500	0	5000	3750	0	0	0	0	0	0	0	300	0	0	0	0	0	0
......4591 Matzingen	Öffentliche Auftraggeber	Hochbau	Umbau	250	250	0	0	0	0	0	0	0	0	0	70	0	0	0	6850	3297	0
......4591 Matzingen	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	3000	3000	1000	0	0	0	0	0	50	720	153	0
......4591 Matzingen	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	497	525	0	0	0	0	0	0	0	144	100	0	0	0	0	0
......4591 Matzingen	Private Auftraggeber	Hochbau	Neubau	10015	2135	780	2949	2289	2197	2747	635	3650	12780	13918	14950	2140	10711	5047	4081	4487	5234
......4591 Matzingen	Private Auftraggeber	Hochbau	Umbau	300	150	25	250	675	205	0	380	70	225	450	620	3000	44	2812	14	270	1523
......4591 Matzingen	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	366	313	400	300	0	0	0	0	0
......4591 Matzingen	Private Auftraggeber	Tiefbau	Umbau	0	219	0	0	0	0	0	0	0	0	215	0	0	530	0	0	0	156
......4590 Hüttlingen	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4590 Hüttlingen	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4590 Hüttlingen	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000	4900	2787	300
......4590 Hüttlingen	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0
......4590 Hüttlingen	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	40	890	140	55	0	0	570	925	0	285	286	404	1050	0
......4590 Hüttlingen	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	10	111	132	60	0	0	150	0	15	0	0	0	148	161
......4590 Hüttlingen	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4590 Hüttlingen	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4584 Mettendorf*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4584 Mettendorf*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4584 Mettendorf*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4584 Mettendorf*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4584 Mettendorf*	Private Auftraggeber	Hochbau	Neubau	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4584 Mettendorf*	Private Auftraggeber	Hochbau	Umbau	170	30	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4584 Mettendorf*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4584 Mettendorf*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4583 Hüttlingen*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4583 Hüttlingen*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4583 Hüttlingen*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4583 Hüttlingen*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4583 Hüttlingen*	Private Auftraggeber	Hochbau	Neubau	0	0	50	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4583 Hüttlingen*	Private Auftraggeber	Hochbau	Umbau	30	100	35	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4583 Hüttlingen*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4583 Hüttlingen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4582 Harenwilen*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4582 Harenwilen*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4582 Harenwilen*	Öffentliche Auftraggeber	Tiefbau	Neubau	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4582 Harenwilen*	Öffentliche Auftraggeber	Tiefbau	Umbau	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4582 Harenwilen*	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4582 Harenwilen*	Private Auftraggeber	Hochbau	Umbau	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4582 Harenwilen*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4582 Harenwilen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4581 Eschikofen*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4581 Eschikofen*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4581 Eschikofen*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4581 Eschikofen*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4581 Eschikofen*	Private Auftraggeber	Hochbau	Neubau	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4581 Eschikofen*	Private Auftraggeber	Hochbau	Umbau	2	10	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4581 Eschikofen*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4581 Eschikofen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4576 Oberwil (TG)*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4576 Oberwil (TG)*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4576 Oberwil (TG)*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4576 Oberwil (TG)*	Öffentliche Auftraggeber	Tiefbau	Umbau	870	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4576 Oberwil (TG)*	Private Auftraggeber	Hochbau	Neubau	8650	6700	5350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4576 Oberwil (TG)*	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4576 Oberwil (TG)*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4576 Oberwil (TG)*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4575 Niederwil (TG)*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4575 Niederwil (TG)*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4575 Niederwil (TG)*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	140	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4575 Niederwil (TG)*	Öffentliche Auftraggeber	Tiefbau	Umbau	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4575 Niederwil (TG)*	Private Auftraggeber	Hochbau	Neubau	4790	2200	4250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4575 Niederwil (TG)*	Private Auftraggeber	Hochbau	Umbau	300	350	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4575 Niederwil (TG)*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4575 Niederwil (TG)*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4574 Kefikon*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4574 Kefikon*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4574 Kefikon*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4574 Kefikon*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4574 Kefikon*	Private Auftraggeber	Hochbau	Neubau	2000	1940	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4574 Kefikon*	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4574 Kefikon*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4574 Kefikon*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4573 Islikon*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4573 Islikon*	Öffentliche Auftraggeber	Hochbau	Umbau	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4573 Islikon*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4573 Islikon*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4573 Islikon*	Private Auftraggeber	Hochbau	Neubau	3800	2300	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4573 Islikon*	Private Auftraggeber	Hochbau	Umbau	60	85	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4573 Islikon*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4573 Islikon*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4572 Gerlikon*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4572 Gerlikon*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4572 Gerlikon*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4572 Gerlikon*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4572 Gerlikon*	Private Auftraggeber	Hochbau	Neubau	300	925	4394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4572 Gerlikon*	Private Auftraggeber	Hochbau	Umbau	30	294	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4572 Gerlikon*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4572 Gerlikon*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4571 Gachnang	Öffentliche Auftraggeber	Hochbau	Neubau	900	1433	5432	7000	8000	4700	2990	0	0	113	0	235	0	0	120	0	0	0
......4571 Gachnang	Öffentliche Auftraggeber	Hochbau	Umbau	966	395	323	0	0	190	50	0	3000	0	0	0	0	0	0	10	100	500
......4571 Gachnang	Öffentliche Auftraggeber	Tiefbau	Neubau	705	1092	1010	0	230	0	0	0	905	0	2208	268	50	30	30	0	0	0
......4571 Gachnang	Öffentliche Auftraggeber	Tiefbau	Umbau	491	233	0	0	40	0	0	0	0	0	1505	753	265	126	0	113	49	0
......4571 Gachnang	Private Auftraggeber	Hochbau	Neubau	7780	11470	4540	6104	7895	10400	8260	45300	46180	26956	11644	27915	39582	33064	40518	58163	45305	53890
......4571 Gachnang	Private Auftraggeber	Hochbau	Umbau	20	0	0	305	370	3288	6200	5867	9733	10064	6459	5803	3843	4967	8528	4683	6770	24958
......4571 Gachnang	Private Auftraggeber	Tiefbau	Neubau	0	0	0	30	0	0	0	0	0	0	0	0	0	20	20	1	0	0
......4571 Gachnang	Private Auftraggeber	Tiefbau	Umbau	0	0	0	149	20	0	14	6	95	10	8	20	20	0	10	50	0	0
......4566 Frauenfeld	Öffentliche Auftraggeber	Hochbau	Neubau	10891	15591	57074	32648	1131	340	7380	10460	10140	11942	11630	3150	1794	48635	28600	10931	3664	16280
......4566 Frauenfeld	Öffentliche Auftraggeber	Hochbau	Umbau	22375	8213	26418	18384	11034	8409	9318	4520	38031	23787	41718	29656	25348	45564	34528	23622	23141	32093
......4566 Frauenfeld	Öffentliche Auftraggeber	Tiefbau	Neubau	7290	5672	1677	2145	5810	250	1285	200	200	395	980	1545	350	4783	710	8710	19436	14207
......4566 Frauenfeld	Öffentliche Auftraggeber	Tiefbau	Umbau	11368	21768	18951	13295	10175	10471	9813	23108	12665	9068	7933	10499	13604	13357	8158	10797	11277	7242
......4566 Frauenfeld	Private Auftraggeber	Hochbau	Neubau	122587	115303	94613	100381	105878	61552	59982	112885	110100	176744	116158	127941	155339	104284	98083	103697	87848	107616
......4566 Frauenfeld	Private Auftraggeber	Hochbau	Umbau	50504	48154	56732	25621	20657	17825	29688	24983	16529	16554	14171	33630	57695	28419	34388	21949	24477	32707
......4566 Frauenfeld	Private Auftraggeber	Tiefbau	Neubau	20	1000	200	100	175	60	310	60	45	0	0	200	50	0	55	150	147	0
......4566 Frauenfeld	Private Auftraggeber	Tiefbau	Umbau	30	115	42	13	26	674	374	1563	975	1710	1748	398	1404	483	182	636	211	897
......4561 Felben-Wellhausen	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	3635	0	0	0	0	0	0	0	25	0
......4561 Felben-Wellhausen	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	672	0	150	50	0	0	0	2038
......4561 Felben-Wellhausen	Öffentliche Auftraggeber	Tiefbau	Neubau	2295	1878	1833	1790	263	705	1477	451	0	200	350	0	2120	120	920	500	0	0
......4561 Felben-Wellhausen	Öffentliche Auftraggeber	Tiefbau	Umbau	1000	430	736	665	420	720	70	0	200	200	806	0	1320	630	720	20	50	0
......4561 Felben-Wellhausen	Private Auftraggeber	Hochbau	Neubau	13180	16600	19432	10260	9750	7310	1619	2369	5941	6918	8393	1800	6656	4245	10590	7495	10263	18584
......4561 Felben-Wellhausen	Private Auftraggeber	Hochbau	Umbau	0	0	545	590	350	5780	520	0	465	880	650	150	800	525	0	50	715	195
......4561 Felben-Wellhausen	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
......4561 Felben-Wellhausen	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4555 Wittenwil*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4555 Wittenwil*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4555 Wittenwil*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4555 Wittenwil*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4555 Wittenwil*	Private Auftraggeber	Hochbau	Neubau	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4555 Wittenwil*	Private Auftraggeber	Hochbau	Umbau	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4555 Wittenwil*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4555 Wittenwil*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4554 Guntershausen bei Aadorf*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4554 Guntershausen bei Aadorf*	Öffentliche Auftraggeber	Hochbau	Umbau	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4554 Guntershausen bei Aadorf*	Öffentliche Auftraggeber	Tiefbau	Neubau	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4554 Guntershausen bei Aadorf*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4554 Guntershausen bei Aadorf*	Private Auftraggeber	Hochbau	Neubau	3840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4554 Guntershausen bei Aadorf*	Private Auftraggeber	Hochbau	Umbau	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4554 Guntershausen bei Aadorf*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4554 Guntershausen bei Aadorf*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4553 Ettenhausen*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4553 Ettenhausen*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4553 Ettenhausen*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4553 Ettenhausen*	Öffentliche Auftraggeber	Tiefbau	Umbau	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4553 Ettenhausen*	Private Auftraggeber	Hochbau	Neubau	3250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4553 Ettenhausen*	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4553 Ettenhausen*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4553 Ettenhausen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4552 Aawangen*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4552 Aawangen*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4552 Aawangen*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4552 Aawangen*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4552 Aawangen*	Private Auftraggeber	Hochbau	Neubau	3700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4552 Aawangen*	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4552 Aawangen*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4552 Aawangen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4551 Aadorf	Öffentliche Auftraggeber	Hochbau	Neubau	2550	3255	1750	150	67	0	641	2200	0	805	569	0	0	2400	4150	380	370	3848
......4551 Aadorf	Öffentliche Auftraggeber	Hochbau	Umbau	69	2170	1405	0	0	503	0	120	6000	0	25	0	1043	616	850	825	892	725
......4551 Aadorf	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	500	400	0	0	0	0	0	0	0	0	0	0	0	1150	1880	145
......4551 Aadorf	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	3000	1010	130	21	0	720	814	150	75	100	0	0	50
......4551 Aadorf	Private Auftraggeber	Hochbau	Neubau	8280	10930	17005	22490	14960	13820	16675	11100	26895	16234	10880	7492	31910	15555	48952	50995	24560	65477
......4551 Aadorf	Private Auftraggeber	Hochbau	Umbau	420	600	6690	4960	1880	1820	795	1075	932	94	370	325	1285	1780	10577	9504	12558	15805
......4551 Aadorf	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
......4551 Aadorf	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4546 Schlatt (TG)	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4546 Schlatt (TG)	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
......4546 Schlatt (TG)	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	50	0	0	0	250	0	0	0	0	0	0	0	0	63
......4546 Schlatt (TG)	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4546 Schlatt (TG)	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	3100	2740	2700	3580	1203	2948	1255	5920	3398	2663	4035	754	420	6229
......4546 Schlatt (TG)	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	90	1800	1270	1000	1245	662	1020	690	519	568	759	301	268	447
......4546 Schlatt (TG)	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	30	45	0	0	0	0	10	0
......4546 Schlatt (TG)	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0
......4545 Diessenhofen	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	25	0	0	0	0	150	0	25	6738	0	0
......4545 Diessenhofen	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	1402	2003	1190	19	800	2505	1334	0	1220	1360	1230	1626	1601
......4545 Diessenhofen	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	300	0
......4545 Diessenhofen	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	190	220	80	30	0	0	40	0	0	0	0	0	0
......4545 Diessenhofen	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	4000	3985	8732	8525	7455	5818	7300	10379	19646	8157	31063	28163	8252
......4545 Diessenhofen	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	900	1870	1235	1590	2990	1045	597	2042	982	614	3068	1184	12454
......4545 Diessenhofen	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	240	220	120	60	40	8	3	60	40	0
......4545 Diessenhofen	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0
......4542 Willisdorf*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4542 Willisdorf*	Öffentliche Auftraggeber	Hochbau	Umbau	20	0	1190	3000	2810	0	0	0	0	0	0	0	0	0	0	0	0	0
......4542 Willisdorf*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4542 Willisdorf*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4542 Willisdorf*	Private Auftraggeber	Hochbau	Neubau	0	900	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
......4542 Willisdorf*	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0
......4542 Willisdorf*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	100	26	0	0	0	0	0	0	0	0	0	0	0	0	0
......4542 Willisdorf*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4541 Diessenhofen*	Öffentliche Auftraggeber	Hochbau	Neubau	6285	0	380	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
......4541 Diessenhofen*	Öffentliche Auftraggeber	Hochbau	Umbau	5860	1367	300	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0
......4541 Diessenhofen*	Öffentliche Auftraggeber	Tiefbau	Neubau	330	0	120	1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4541 Diessenhofen*	Öffentliche Auftraggeber	Tiefbau	Umbau	1490	1250	125	200	475	0	0	0	0	0	0	0	0	0	0	0	0	0
......4541 Diessenhofen*	Private Auftraggeber	Hochbau	Neubau	16000	19750	9050	5250	2980	0	0	0	0	0	0	0	0	0	0	0	0	0
......4541 Diessenhofen*	Private Auftraggeber	Hochbau	Umbau	300	600	500	0	1430	0	0	0	0	0	0	0	0	0	0	0	0	0
......4541 Diessenhofen*	Private Auftraggeber	Tiefbau	Neubau	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
